"","bill_means","id"
"13",0.0376523407,"Projet.de.loi.N.67.2015.relatif.à.l.approbation.de.la.soumission.de.l.emprunt.obligataire.émis.par.la.Banque.Centrale.Tunisienne.au.marché.financier.international..Objet.des.accords.conclus.entre.la.Banque.Centrale.Tunisienne.avec.un.groupe.d.établissements.financiers"
"14",0.0381405244,"Projet.de.loi.N.65.2014.portant.approbation.du.mémorandum.d.accord.conclu.le.29.août.2014.et.la.convention.de.prêt.conclu.le.8.septembre.2014.entre.le.Gouvernement.de.la.République.tunisienne.et.l.Union.Européenne"
"15",0.0384356396,"Projet.de.loi.organique.N.72.2014.portant.ratification.d.un.accord.entre.le.Gouvernement.de.la.République.Tunisienne.et.l.Organisation.Européenne.des.Brevets.relatif.à.la.validation.des.brevets.européens"
"16",0.0385153999,"Projet.de.loi.N.74.2015.portant.approbation.de.l.accord.de.prêt.conclu.le.19.Novembre.2015.entre.la.République.Tunisienne.et.la.Banque.Africaine.de.Développement.agissant.comme.administrateur.du.fonds.Africa.Growing.Together.Fund..AGTF..pour.la.contribution.au.financement.du.projet.de.modernisation.de.l.infrastructure.routière"
"17",0.0413230097,"Projet.de.loi.N.53.2015.relatif.à.la.loi.de.finances.complémentaire.pour.l.année.2015"
"18",0.0414993003,"Projet.de.loi.N.18.2015.portant.approbation.de.la.rétrocession.à.l.Etat.de.l.emprunt.obligataire.émis.sur.le.marché.financier.japonais.sous.forme.de.placement.privé.avec.la.garantie.de.la.Banque.du.Japon.pour.la.Coopération.Internationale..objet.des.accords.conclus.entre.la.Banque.Centrale.de.Tunisie.et.un.groupe.d.établissements.financiers.Japonais"
"19",0.0421435742,"Projet.de.loi.N.19.2015.portant.organisation.de.la.ratification.des.conventions"
"20",0.0423252315,"Projet.de.loi.N.74.2013.relatif.à.la.production.de.l.électricité.à.partir.des.énergies.renouvelables..Réexamen.de.3.articles.inconstitutionnels."
"21",0.0424858398,"Projet.de.loi.N.05.2014.portant.régularisation.de.la.situation.des.constructions.édifiées.et.en.violation.du.permis.de.bâtir"
"22",0.042615214,"Projet.de.loi.N.73.2015.portant.approbation.de.l.accord.de.prêt.conclu.le.19.Novembre.2015.entre.la.République.Tunisienne.et.la.Banque.Africaine.de.Développement.pour.la.contribution.au.financement.du.projet.de.modernisation.de.l.infrastructure.routière"
"23",0.0427515503,"Projet.de.loi.N.17.2015.portant.approbation.de.la.rétrocession.à.l.Etat.de.l.emprunt.obligataire.émis.par.la.banque.centrale.de.Tunisie..sur.le.marché.financier.américain.assorti.de.la.garantie.de.l.agence.des.Etats.Unis.pour.le.développement.international..objet.des.accords.conclus.entre.la.banque.centrale.de.Tunisie.et.un.groupe.d.établissements.financiers.étrangers"
"24",0.0446571016,"Projet.de.loi.N.46.2015.portant.approbation.d.un.accord.de.fabrication.conclu.le.6.Avril.2015.entre.le.Gouvernement.de.la.république.tunisienne.et.la.Banque.Islamique.de.Développement.relatif.au.financement.du.projet.d.amélioration.d.approvisionnement.en.eau.potable.dans.le.milieu.rural.au.gouvernorat.de.Bizerte"
"25",0.0465765254,"Projet.de.loi.N.75.2013.amendant.la.loi.34.2007.en.date.du.04.Juin.2007.relatif.à.la.qualité.de.l.air"
"26",0.0467448292,"Projet.de.loi.N.05.2015.portant.approbation.de.la.convention.de.prêt.conclue.le.12.novembre.2014.entre.le.gouvernement.de.la.République.Tunisienne.et.le.Fonds.International.de.Développement.Agricole.pour.la.contribution.au.financement.du.projet.de.développement.agro.pastoral.et.des.filières.associées.dans.le.gouvernorat.de.Médenine"
"27",0.0472712214,"Projet.de.loi.N.44.2014.portant.approbation.de.la.convention.de.prêt.conclue.le.8.avril.2014.entre.le.gouvernement.de.la.République.Tunisienne.et.le.Fonds.Koweïtien.de.Développement.Economique.Arabe.en.vue.d.amender.la.convention.de.prêt.conclue.le.7.Mai.2013.entre.le.gouvernement.de.la.République.Tunisienne.et.le.Fonds.précité.pour.la.contribution.au.financement.du.projet..Développement.du.Réseau.de.Transport.et.de.Distribution.du.Gaz.Naturel.."
"28",0.054974466,"Projet.de.loi.organique.N.35.2015.portant.approbation.d.un.protocole.à.l.accord.euro.méditerranéen.établissant.une.association.entre.les.la.République.tunisienne..d.une.part..et.la.Communauté.européenne.et.ses.États.membres.d.autre.part..concernant.un.accord.cadre.entre.la.République.tunisienne.et.l.Union.Européenne.relatif.aux.principes.généraux.de.la.participation.de.la.République.tunisienne.aux.programmes.de.l.Union"
"29",0.0568159353,"Projet.de.loi.N.47.2015.portant.retrait.des.dispositions.de.la.loi.N.1985.16.du.6.Mars.1985.fixant.le.régime.de.retraite.des.députés.aux.membres.de.l.Assemblée.Nationale.Constituante"
